agA_name	agB_name	agA_ns	agA_id	agB_ns	agB_id	residue	position	stmt_type	evidence_count	stmt_hash	belief	source_counts	initial_sign
KRAS	EGFR	HGNC	6407	HGNC	3236			DecreaseAmount	1	-20772522209455316	1.0	{'reach': 1}	
KRAS	EGFR	HGNC	6407	HGNC	3236			Activation	1	17350235779668502	1.0	{'reach': 1}	
KRAS	EGFR	HGNC	6407	HGNC	3236			Inhibition	1	-15573185369844189	1.0	{'reach': 1}	
KRAS	EGFR	HGNC	6407	HGNC	3236			Inhibition	1	20324427542874996	1.0	{'reach': 1}	
KRAS	ERBB2	HGNC	6407	HGNC	3430			Activation	1	3263986804862404	1.0	{'reach': 1}	
KRAS	GADL1	HGNC	6407	HGNC	27949			Activation	1	-21417512855387267	1.0	{'sparser': 1}	
KRAS	GLI1	HGNC	6407	HGNC	4317			Activation	1	30551764428697193	1.0	{'sparser': 1}	
KRAS	HIF1A	HGNC	6407	HGNC	4910			Activation	1	-5102515322739722	1.0	{'reach': 1}	
KRAS	HRAS	HGNC	6407	HGNC	5173			Activation	0	-19124521129575013	1.0	{}	
KRAS	IL1A	HGNC	6407	HGNC	5991			Activation	1	26135468362677038	1.0	{'reach': 1}	
KRAS	MAP3K7	HGNC	6407	HGNC	6859			Activation	0	-19705691024495510	1.0	{}	
KRAS	MAPK1	HGNC	6407	HGNC	6871			Activation	0	-24321640137832574	1.0	{}	
KRAS	MAPK7	HGNC	6407	HGNC	6880			Activation	0	-33759420082480124	1.0	{}	
KRAS	MIR21	HGNC	6407	HGNC	31586			Activation	1	-15814782698956264	1.0	{'reach': 1}	
KRAS	MTOR	HGNC	6407	HGNC	3942			Activation	1	35888953757332371	1.0	{'reach': 1}	
KRAS	MYC	HGNC	6407	HGNC	7553			Activation	1	846713385767924	1.0	{'reach': 1}	
KRAS	MYC	HGNC	6407	HGNC	7553			Activation	1	-2104046631102514	1.0	{'reach': 1}	
KRAS	MYC	HGNC	6407	HGNC	7553			Inhibition	1	-31137420452940348	1.0	{'reach': 1}	
KRAS	MYC	HGNC	6407	HGNC	7553			IncreaseAmount	1	-7494723214792983	1.0	{'reach': 1}	
KRAS	NFE2L2	HGNC	6407	HGNC	7782			IncreaseAmount	1	14678698395774832	1.0	{'reach': 1}	
KRAS	NFE2L2	HGNC	6407	HGNC	7782			IncreaseAmount	1	-34406447027086597	1.0	{'reach': 1}	
KRAS	NFE2L2	HGNC	6407	HGNC	7782			Activation	1	7641723582124748	1.0	{'sparser': 1}	
KRAS	NRAS	HGNC	6407	HGNC	7989			Activation	1	16690202721820017	1.0	{'reach': 1}	
KRAS	PIK3CA	HGNC	6407	HGNC	8975			Activation	1	24705214834718163	1.0	{'sparser': 1}	
KRAS	PML	HGNC	6407	HGNC	9113			Activation	1	21675240286436427	1.0	{'reach': 1}	
KRAS	PRSS27	HGNC	6407	HGNC	15475			Activation	1	34664562621123876	1.0	{'reach': 1}	
KRAS	PTGS2	HGNC	6407	HGNC	9605			IncreaseAmount	1	3365283350438179	1.0	{'reach': 1}	
KRAS	RAC1	HGNC	6407	HGNC	9801			Activation	1	29971701393226059	1.0	{'sparser': 1}	
KRAS	RAF1	HGNC	6407	HGNC	9829	T	268	Phosphorylation	1	-29290434566905027	1.0	{'biopax': 1}	
KRAS	RAF1	HGNC	6407	HGNC	9829	S	621	Phosphorylation	1	-17994547163102440	1.0	{'biopax': 1}	
KRAS	RAF1	HGNC	6407	HGNC	9829	T	269	Phosphorylation	1	-8792466371706891	1.0	{'biopax': 1}	
KRAS	RAF1	HGNC	6407	HGNC	9829	S	471	Phosphorylation	1	-19842909072159673	1.0	{'biopax': 1}	
KRAS	RAF1	HGNC	6407	HGNC	9829	S	338	Phosphorylation	1	-3034330011507684	1.0	{'biopax': 1}	
KRAS	RAF1	HGNC	6407	HGNC	9829			Activation	1	27474236848976575	1.0	{'sparser': 1}	
KRAS	RALA	HGNC	6407	HGNC	9839			Activation	1	-18761527021965628	1.0	{'reach': 1}	
KRAS	SLC2A1	HGNC	6407	HGNC	11005			IncreaseAmount	1	34763028405331098	1.0	{'reach': 1}	
KRAS	SLC2A1	HGNC	6407	HGNC	11005			Activation	1	-26399190688890836	1.0	{'reach': 1}	
KRAS	SRC	HGNC	6407	HGNC	11283			Activation	0	-4786812221135182	1.0	{}	
KRAS	STAT3	HGNC	6407	HGNC	11364			Activation	1	-11695608029270010	1.0	{'reach': 1}	
KRAS	TET1	HGNC	6407	HGNC	29484			DecreaseAmount	1	22957882167004591	1.0	{'reach': 1}	
KRAS	TP53	HGNC	6407	HGNC	11998			Inhibition	1	21510737931805366	1.0	{'reach': 1}	
KRAS	TP53	HGNC	6407	HGNC	11998			Activation	1	-30500947120745878	1.0	{'reach': 1}	
KRAS	YAP1	HGNC	6407	HGNC	16262			IncreaseAmount	1	12182701843959131	1.0	{'reach': 1}	
KRAS	YAP1	HGNC	6407	HGNC	16262			Activation	1	24624707672926715	1.0	{'sparser': 1}	
KRAS	YBX1	HGNC	6407	HGNC	8014			Phosphorylation	1	13102134402370629	1.0	{'sparser': 1}	
KREMEN1	LRP6	HGNC	17550	HGNC	6698			Activation	1	4583491420899855	1.0	{'signor': 1}	
KRIT1	GLO1	HGNC	1573	HGNC	4323			Inhibition	1	-1173273434091058	1.0	{'reach': 1}	
KRIT1	JUN	HGNC	1573	HGNC	6204			Inhibition	0	4626940921893315	1.0	{}	
KRIT1	RHOA	HGNC	1573	HGNC	667			Inhibition	1	15396892528923794	1.0	{'reach': 1}	
KRT1	APC	HGNC	6412	HGNC	583			Phosphorylation	1	30382755515959452	1.0	{'signor': 1}	
KRT1	CTNNB1	HGNC	6412	HGNC	2514			Phosphorylation	1	6363653368964877	1.0	{'sparser': 1}	
KRT1	SMO	HGNC	6412	HGNC	11119			Phosphorylation	1	-27473741198953205	1.0	{'sparser': 1}	
KRT18	ACE2	HGNC	6430	HGNC	13557			Activation	1	-15469918854413304	1.0	{'reach': 1}	
KRT4	RHOA	HGNC	6441	HGNC	667			Inhibition	1	4847818344345772	1.0	{'reach': 1}	
KRT4	RHOA	HGNC	6441	HGNC	667			Activation	1	-11978334547865689	1.0	{'reach': 1}	
KRT8	PLG	HGNC	6446	HGNC	9071			Activation	1	-11829910598180931	1.0	{'reach': 1}	
KSR1	MAPK1	HGNC	6465	HGNC	6871	Y	205	Phosphorylation	1	-32225455287852006	1.0	{'biopax': 1}	
KSR1	RAF1	HGNC	6465	HGNC	9829	T	269	Phosphorylation	1	-26403219742051685	1.0	{'biopax': 1}	
KSR1	RAF1	HGNC	6465	HGNC	9829	S	471	Phosphorylation	1	-19457956663802918	1.0	{'biopax': 1}	
KSR1	RAF1	HGNC	6465	HGNC	9829	S	338	Phosphorylation	1	25703822128154277	1.0	{'biopax': 1}	
KSR1	RAF1	HGNC	6465	HGNC	9829			Phosphorylation	1	-23157775225617813	1.0	{'sparser': 1}	
KSR1	RAF1	HGNC	6465	HGNC	9829			Activation	1	-35986812810811263	1.0	{'reach': 1}	
L1CAM	CDKN1B	HGNC	6470	HGNC	1785			Phosphorylation	1	-27529387899017368	1.0	{'sparser': 1}	
LAD1	MITF	HGNC	6472	HGNC	7105			Activation	1	18703417163954554	1.0	{'reach': 1}	
LAG3	CD4	HGNC	6476	HGNC	1678			Activation	1	-2567928871818851	1.0	{'reach': 1}	
LAG3	CD4	HGNC	6476	HGNC	1678			Inhibition	1	16499082641446535	1.0	{'reach': 1}	
LAG3	FH	HGNC	6476	HGNC	3700			Inhibition	1	3866506667667819	1.0	{'reach': 1}	
LAG3	IFNG	HGNC	6476	HGNC	5438			Inhibition	1	22119842945887005	1.0	{'eidos': 1}	
LAG3	IFNG	HGNC	6476	HGNC	5438			Activation	1	878354983299245	1.0	{'reach': 1}	
LAG3	IL10	HGNC	6476	HGNC	5962			IncreaseAmount	1	23861548026337913	1.0	{'reach': 1}	
LAG3	IL10	HGNC	6476	HGNC	5962			Activation	1	-34682705192542957	1.0	{'reach': 1}	
LAG3	IL2	HGNC	6476	HGNC	6001			Inhibition	1	26388878202637154	1.0	{'reach': 1}	
LAG3	PDCD1	HGNC	6476	HGNC	8760			Activation	1	-28675480951102828	1.0	{'reach': 1}	
LAG3	TNF	HGNC	6476	HGNC	11892			Activation	1	22862863386566692	1.0	{'reach': 1}	
LAG3	TNFSF13B	HGNC	6476	HGNC	11929			Activation	1	106365644989688	1.0	{'sparser': 1}	
LAMTOR5	CAPNS1	HGNC	17955	HGNC	1481			Activation	0	19559949496381840	1.0	{}	
LAMTOR5	FGF4	HGNC	17955	HGNC	3682			Activation	0	23377666448359404	1.0	{}	
LAMTOR5	FGF8	HGNC	17955	HGNC	3686			Activation	1	25210677090529786	1.0	{'eidos': 1}	
LAMTOR5	HIF1A	HGNC	17955	HGNC	4910			IncreaseAmount	1	-32778543985855056	1.0	{'reach': 1}	
LAMTOR5	HIF1A	HGNC	17955	HGNC	4910			Activation	0	12552259351792100	1.0	{}	
LAMTOR5	HMGA2	HGNC	17955	HGNC	5009			Activation	1	-23984064432026475	1.0	{'reach': 1}	
LAMTOR5	HOXB13	HGNC	17955	HGNC	5112			Activation	1	10938182936497586	1.0	{'reach': 1}	
LAMTOR5	LMO4	HGNC	17955	HGNC	6644			Activation	0	9410261750110802	1.0	{}	
LAMTOR5	LMO4	HGNC	17955	HGNC	6644			IncreaseAmount	0	5919628359985338	1.0	{}	
LAMTOR5	MDM2	HGNC	17955	HGNC	6973			Activation	1	19576783145946977	1.0	{'reach': 1}	
LAMTOR5	METTL3	HGNC	17955	HGNC	17563			Activation	1	29820403401432599	1.0	{'eidos': 1}	
LAMTOR5	METTL3	HGNC	17955	HGNC	17563			IncreaseAmount	1	35240826861866515	1.0	{'reach': 1}	
LAMTOR5	PPARD	HGNC	17955	HGNC	9235			Activation	1	28829381676853288	1.0	{'reach': 1}	
LAMTOR5	PPARD	HGNC	17955	HGNC	9235			IncreaseAmount	1	22639512590146050	1.0	{'reach': 1}	
LAMTOR5	S100A4	HGNC	17955	HGNC	10494			Activation	0	26149402981165721	1.0	{}	
LAMTOR5	SCG3	HGNC	17955	HGNC	13707			Activation	0	23378040976370799	1.0	{}	
LAMTOR5	SKP2	HGNC	17955	HGNC	10901			Activation	1	6285760974377258	1.0	{'sparser': 1}	
LAMTOR5	SLC2A1	HGNC	17955	HGNC	11005			Activation	1	34626394697335628	1.0	{'reach': 1}	
LAMTOR5	SLC8A1	HGNC	17955	HGNC	11068			Inhibition	1	-23547068758039132	1.0	{'reach': 1}	
LAMTOR5	ZEB1	HGNC	17955	HGNC	11642			IncreaseAmount	1	34627233255738152	1.0	{'reach': 1}	
LAMTOR5	ZEB1	HGNC	17955	HGNC	11642			Activation	1	6960956425376399	1.0	{'reach': 1}	
LANCL1	CD79A	HGNC	6508	HGNC	1698			Activation	1	-16638436931416405	1.0	{'reach': 1}	
LANCL1	EGFR	HGNC	6508	HGNC	3236			Activation	1	-32544330412934490	1.0	{'sparser': 1}	
LANCL1	FOXP3	HGNC	6508	HGNC	6106			Inhibition	1	13639873472525062	1.0	{'reach': 1}	
LANCL1	IFNG	HGNC	6508	HGNC	5438			Activation	1	-22627116748196607	1.0	{'reach': 1}	
LANCL1	IL16	HGNC	6508	HGNC	5980			Activation	1	1890025314729005	1.0	{'reach': 1}	
LANCL1	IL16	HGNC	6508	HGNC	5980			IncreaseAmount	1	33336690723489684	1.0	{'reach': 1}	
LANCL1	NOS2	HGNC	6508	HGNC	7873			IncreaseAmount	1	32589496579005665	1.0	{'reach': 1}	
LANCL1	RPS6KB1	HGNC	6508	HGNC	10436			Inhibition	1	1621716960639887	1.0	{'reach': 1}	
LANCL1	TNFSF13	HGNC	6508	HGNC	11928			IncreaseAmount	1	-35076963231296340	1.0	{'reach': 1}	
LAPTM4B	EGFR	HGNC	13646	HGNC	3236			Activation	1	-9237200321541133	1.0	{'reach': 1}	
LAPTM4B	NFE2L2	HGNC	13646	HGNC	7782			Activation	0	-20173959084188208	1.0	{}	
LARGE1	DAG1	HGNC	6511	HGNC	2666			Glycosylation	1	2447121512016137	1.0	{'reach': 1}	
LARGE1	DAG1	HGNC	6511	HGNC	2666			Activation	1	-13541632748845068	1.0	{'reach': 1}	
LARGE1	DAG1	HGNC	6511	HGNC	2666			Glycosylation	1	21501739845421004	1.0	{'reach': 1}	
LARP7	MEPCE	HGNC	24912	HGNC	20247			Inhibition	1	34802783531770942	1.0	{'reach': 1}	
LAT	AMOT	HGNC	18874	HGNC	17810			Phosphorylation	1	3392863471867475	1.0	{'sparser': 1}	
LAT	CASP3	HGNC	18874	HGNC	1504			Inhibition	1	-33446202779124021	1.0	{'reach': 1}	
LAT	PLCG1	HGNC	18874	HGNC	9065			Activation	0	-8679445373730770	1.0	{}	
LAT	TAFAZZIN	HGNC	18874	HGNC	11577			Phosphorylation	1	18022220878960212	1.0	{'sparser': 1}	
LAT	YAP1	HGNC	18874	HGNC	16262	S		Phosphorylation	1	-5477780974171470	1.0	{'sparser': 1}	
LAT	YAP1	HGNC	18874	HGNC	16262	S	127	Phosphorylation	1	-27284531192436245	1.0	{'sparser': 1}	
LAT	YAP1	HGNC	18874	HGNC	16262			Phosphorylation	1	30467129706051000	1.0	{'sparser': 1}	
LAT	ZAP70	HGNC	18874	HGNC	12858			Activation	1	-6464454443346457	1.0	{'reach': 1}	
LATS1	CDC25B	HGNC	6514	HGNC	1726			Phosphorylation	1	-19463426697817341	1.0	{'reach': 1}	
LATS1	CDC26	HGNC	6514	HGNC	17839	T	7	Phosphorylation	1	-25449348968177234	1.0	{'rlimsp': 1}	
LATS1	CDC26	HGNC	6514	HGNC	17839			Phosphorylation	1	-24835364319200027	1.0	{'reach': 1}	
LATS1	GLI1	HGNC	6514	HGNC	4317			Inhibition	1	28219990035203387	1.0	{'sparser': 1}	
LATS1	PPP1R12A	HGNC	6514	HGNC	7618			Phosphorylation	1	-13024340314521862	1.0	{'sparser': 1}	
LATS1	RAF1	HGNC	6514	HGNC	9829	S	259	Phosphorylation	1	25622064424261762	1.0	{'rlimsp': 1}	
LATS1	TAFAZZIN	HGNC	6514	HGNC	11577			Inhibition	1	9584987390336577	1.0	{'reach': 1}	
LATS1	TAFAZZIN	HGNC	6514	HGNC	11577			Activation	1	-1649168017463754	1.0	{'sparser': 1}	
LATS1	TAFAZZIN	HGNC	6514	HGNC	11577			Phosphorylation	1	9353740338284862	1.0	{'sparser': 1}	
LATS1	WWTR1	HGNC	6514	HGNC	24042			Inhibition	0	-9246204743601535	1.0	{}	
LATS1	WWTR1	HGNC	6514	HGNC	24042			Phosphorylation	1	-11337260871589738	1.0	{'reach': 1}	
LATS1	YAP1	HGNC	6514	HGNC	16262			DecreaseAmount	1	21367548136485604	1.0	{'reach': 1}	
LATS1	YAP1	HGNC	6514	HGNC	16262			Activation	1	27518720922285080	1.0	{'sparser': 1}	
LATS1	YAP1	HGNC	6514	HGNC	16262			Inhibition	1	1876384701982755	1.0	{'sparser': 1}	
LATS1	YAP1	HGNC	6514	HGNC	16262			Phosphorylation	1	15769422284756541	1.0	{'sparser': 1}	
LATS1	YAP1	HGNC	6514	HGNC	16262	S	127	Phosphorylation	1	18823265912186666	1.0	{'sparser': 1}	
LATS2	CDC26	HGNC	6515	HGNC	17839			Phosphorylation	1	-30893667501525141	1.0	{'rlimsp': 1}	
LATS2	CTNNB1	HGNC	6515	HGNC	2514			Inhibition	0	19639142217897580	1.0	{}	
LATS2	DYRK1A	HGNC	6515	HGNC	3091			Phosphorylation	0	8357221587284598	1.0	{}	
LATS2	MDM2	HGNC	6515	HGNC	6973			Inhibition	1	-30455396991274199	1.0	{'sparser': 1}	
LATS2	SNAI1	HGNC	6515	HGNC	11128			Phosphorylation	1	-2073546056882191	1.0	{'sparser': 1}	
LATS2	SNAI1	HGNC	6515	HGNC	11128	T	203	Phosphorylation	1	-10930032763641075	1.0	{'sparser': 1}	
LATS2	TAFAZZIN	HGNC	6515	HGNC	11577			Inhibition	1	30925549696319169	1.0	{'reach': 1}	
LATS2	TAFAZZIN	HGNC	6515	HGNC	11577			Activation	1	18482755956665546	1.0	{'sparser': 1}	
LATS2	TAFAZZIN	HGNC	6515	HGNC	11577			Phosphorylation	1	-760026401847242	1.0	{'sparser': 1}	
LATS2	TP53	HGNC	6515	HGNC	11998			Activation	1	-13001741940314877	1.0	{'reach': 1}	
LATS2	YAP1	HGNC	6515	HGNC	16262			Inhibition	1	739315442392573	1.0	{'reach': 1}	
LATS2	YAP1	HGNC	6515	HGNC	16262			Activation	1	-22104869199850006	1.0	{'sparser': 1}	
LATS2	YAP1	HGNC	6515	HGNC	16262			Phosphorylation	1	24382023860873616	1.0	{'sparser': 1}	
LATS2	YAP1	HGNC	6515	HGNC	16262	S	127	Phosphorylation	1	-26942143729199391	1.0	{'sparser': 1}	
LAX1	CTLA4	HGNC	26005	HGNC	2505			IncreaseAmount	1	-34991916017811954	1.0	{'reach': 1}	
LAX1	CTLA4	HGNC	26005	HGNC	2505			Activation	0	-26305887904968431	1.0	{}	
LBP	BCL2	HGNC	6517	HGNC	990			IncreaseAmount	1	-23258327762720540	1.0	{'reach': 1}	
LBP	CD14	HGNC	6517	HGNC	1628			Activation	1	12519418005414797	1.0	{'reach': 1}	
LBP	HMOX1	HGNC	6517	HGNC	5013			IncreaseAmount	1	-30234042081853061	1.0	{'reach': 1}	
LBP	IL6	HGNC	6517	HGNC	6018			Activation	1	-1043629511220595	1.0	{'reach': 1}	
LBP	INS	HGNC	6517	HGNC	6081			Inhibition	1	17686912197208379	1.0	{'reach': 1}	
LBP	NFE2L2	HGNC	6517	HGNC	7782			Activation	1	-31736258098666431	1.0	{'reach': 1}	
LBP	NFE2L2	HGNC	6517	HGNC	7782			IncreaseAmount	1	19470755660183193	1.0	{'reach': 1}	
LBP	ROM1	HGNC	6517	HGNC	10254			Inhibition	1	4108265198604732	1.0	{'reach': 1}	
LBP	SIRT1	HGNC	6517	HGNC	14929			IncreaseAmount	1	-11592457486252444	1.0	{'reach': 1}	
LBP	SIRT1	HGNC	6517	HGNC	14929			Activation	1	-20463030335710256	1.0	{'reach': 1}	
LBP	TGFB1	HGNC	6517	HGNC	11766			Inhibition	1	18416686800081587	1.0	{'reach': 1}	
LBP	TLR4	HGNC	6517	HGNC	11850			Activation	1	-26724020317486303	1.0	{'eidos': 1}	
LBP	TNF	HGNC	6517	HGNC	11892			Activation	1	-22146068037868100	1.0	{'reach': 1}	
LCK	CD247	HGNC	6524	HGNC	1677			Phosphorylation	1	22647585584829672	1.0	{'sparser': 1}	
LCK	CD28	HGNC	6524	HGNC	1653	Y	191	Phosphorylation	1	-7706427301297485	1.0	{'signor': 1}	
LCK	CD28	HGNC	6524	HGNC	1653			Activation	0	12999251233678478	1.0	{}	
LCK	CD28	HGNC	6524	HGNC	1653			Phosphorylation	1	7022502794698193	1.0	{'reach': 1}	
LCK	CD4	HGNC	6524	HGNC	1678			Activation	1	-6152141378531368	1.0	{'reach': 1}	
LCK	CD4	HGNC	6524	HGNC	1678			Inhibition	1	-27354779114278879	1.0	{'reach': 1}	
LCK	CTLA4	HGNC	6524	HGNC	2505			Phosphorylation	1	-35675937377358072	1.0	{'reach': 1}	
LCK	EZR	HGNC	6524	HGNC	12691			Phosphorylation	1	-34035848983551576	1.0	{'sparser': 1}	
LCK	EZR	HGNC	6524	HGNC	12691	Y	146	Phosphorylation	1	22281896194158499	1.0	{'signor': 1}	
LCK	FOXP3	HGNC	6524	HGNC	6106			Phosphorylation	1	-11668660907984614	1.0	{'reach': 1}	
LCK	FOXP3	HGNC	6524	HGNC	6106	Y	342	Phosphorylation	1	-19559279704988211	1.0	{'sparser': 1}	
LCK	FYN	HGNC	6524	HGNC	4037			Phosphorylation	1	-28499160369598688	1.0	{'rlimsp': 1}	
LCK	FYN	HGNC	6524	HGNC	4037			Activation	1	26683826835708411	1.0	{'sparser': 1}	
LCK	IFNG	HGNC	6524	HGNC	5438			Activation	1	11505791735675951	1.0	{'reach': 1}	
LCK	IL2	HGNC	6524	HGNC	6001			Activation	1	-29346386512826756	1.0	{'reach': 1}	
LCK	ITK	HGNC	6524	HGNC	6171			Phosphorylation	1	14262450850029938	1.0	{'sparser': 1}	
LCK	ITK	HGNC	6524	HGNC	6171			Activation	1	-9979845291362573	1.0	{'sparser': 1}	
LCK	ITK	HGNC	6524	HGNC	6171	Y	512	Phosphorylation	1	25042078467571140	1.0	{'reach': 1}	
LCK	KHDRBS1	HGNC	6524	HGNC	18116			Phosphorylation	0	-21520001646997584	1.0	{}	
LCK	LAT	HGNC	6524	HGNC	18874			Phosphorylation	1	-23403142196586638	1.0	{'sparser': 1}	
LCK	LCP2	HGNC	6524	HGNC	6529			Phosphorylation	1	23273878596904601	1.0	{'sparser': 1}	
LCK	MAPT	HGNC	6524	HGNC	6893			Phosphorylation	1	3079459049226356	1.0	{'reach': 1}	
LCK	PDCD1	HGNC	6524	HGNC	8760			Phosphorylation	1	11634439035472100	1.0	{'sparser': 1}	
LCK	PLCG2	HGNC	6524	HGNC	9066	Y	753	Phosphorylation	1	34137012641905094	1.0	{'signor': 1}	
LCK	PLCG2	HGNC	6524	HGNC	9066	Y	759	Phosphorylation	1	20986448921006328	1.0	{'signor': 1}	
LCK	PLCG2	HGNC	6524	HGNC	9066			Activation	1	-27403921969096904	1.0	{'reach': 1}	
LCK	PRKCD	HGNC	6524	HGNC	9399	Y	313	Phosphorylation	1	-17861541381766261	1.0	{'signor': 1}	
LCK	PRKCQ	HGNC	6524	HGNC	9410	Y	90	Phosphorylation	1	-26791708147702783	1.0	{'signor': 1}	
LCK	PTK2B	HGNC	6524	HGNC	9612			Phosphorylation	1	-19365002402795039	1.0	{'rlimsp': 1}	
LCK	PTPN6	HGNC	6524	HGNC	9658	Y	564	Phosphorylation	1	-14562993242493768	1.0	{'sparser': 1}	
LCK	RAF1	HGNC	6524	HGNC	9829			Activation	0	-34902655305793889	1.0	{}	
LCK	SH2D2A	HGNC	6524	HGNC	10821			Phosphorylation	0	-13313755746309151	1.0	{}	
LCK	SHC1	HGNC	6524	HGNC	10840	Y	427	Phosphorylation	1	6161803466084344	1.0	{'signor': 1}	
LCK	STAT1	HGNC	6524	HGNC	11362	Y	701	Phosphorylation	1	30551714899137534	1.0	{'hprd': 1}	
LCK	STAT3	HGNC	6524	HGNC	11364			Activation	1	8621240135402808	1.0	{'sparser': 1}	
LCK	SYK	HGNC	6524	HGNC	11491			Phosphorylation	1	-26804900260162675	1.0	{'reach': 1}	
LCK	UNG	HGNC	6524	HGNC	12572			Inhibition	1	-27496112493177289	1.0	{'reach': 1}	
LCK	ZAP70	HGNC	6524	HGNC	12858	Y	493	Phosphorylation	1	-24663661038115342	1.0	{'sparser': 1}	
LCK	ZAP70	HGNC	6524	HGNC	12858	Y	492	Phosphorylation	1	-4904873665635883	1.0	{'sparser': 1}	
LCK	ZAP70	HGNC	6524	HGNC	12858	Y		Phosphorylation	1	13437455131806947	1.0	{'reach': 1}	
LCK	ZAP70	HGNC	6524	HGNC	12858	Y	319	Phosphorylation	1	8064138981696969	1.0	{'reach': 1}	
LCK	ZAP70	HGNC	6524	HGNC	12858			Activation	1	20930806009920213	1.0	{'reach': 1}	
LCK	ZAP70	HGNC	6524	HGNC	12858			Phosphorylation	1	-2446817889082908	1.0	{'sparser': 1}	
LCMT1	PPP2CA	HGNC	17557	HGNC	9299	L	309	Methylation	1	-16224919876219104	1.0	{'bel': 1}	
LCN1	ABCC2	HGNC	6525	HGNC	53			Activation	1	26288711131558236	1.0	{'reach': 1}	
LCN1	MARCKS	HGNC	6525	HGNC	6759			Phosphorylation	1	9422757822909370	1.0	{'sparser': 1}	
LCN1	PRKCE	HGNC	6525	HGNC	9401			Activation	1	35870034636638206	1.0	{'reach': 1}	
LCN2	CDK5	HGNC	6526	HGNC	1774			Activation	1	-27297695881385803	1.0	{'sparser': 1}	
LCN2	CXCL8	HGNC	6526	HGNC	6025			Activation	1	35452300122087614	1.0	{'reach': 1}	
LCN2	EGFR	HGNC	6526	HGNC	3236			Activation	0	-28214614676350692	1.0	{}	
LCN2	FGF23	HGNC	6526	HGNC	3680			Activation	1	34624221281125112	1.0	{'reach': 1}	
LCN2	HMOX1	HGNC	6526	HGNC	5013			IncreaseAmount	0	-27310211273960672	1.0	{}	
LCN2	IL10	HGNC	6526	HGNC	5962			Activation	1	3286935576479186	1.0	{'reach': 1}	
LCN2	IL6	HGNC	6526	HGNC	6018			Activation	1	21522305133602945	1.0	{'reach': 1}	
LCN2	INS	HGNC	6526	HGNC	6081			Inhibition	1	-8004262552888103	1.0	{'reach': 1}	
LCN2	INS	HGNC	6526	HGNC	6081			Activation	1	-20328881038100225	1.0	{'reach': 1}	
LCN2	MAPT	HGNC	6526	HGNC	6893			Phosphorylation	1	25382124421241758	1.0	{'sparser': 1}	
LCN2	MMP9	HGNC	6526	HGNC	7176			Inhibition	1	4615763750123961	1.0	{'reach': 1}	
LCN2	MMP9	HGNC	6526	HGNC	7176			Activation	1	9665389933667822	1.0	{'reach': 1}	
LCN2	STAT3	HGNC	6526	HGNC	11364			Activation	1	-2101567908652012	1.0	{'reach': 1}	
LCN2	TNF	HGNC	6526	HGNC	11892			IncreaseAmount	1	19808006227319676	1.0	{'reach': 1}	
LCN2	TNF	HGNC	6526	HGNC	11892			Activation	1	-28397834999706916	1.0	{'reach': 1}	
LCOR	ESR1	HGNC	29503	HGNC	3467			Inhibition	0	-22004601591989775	1.0	{}	
LDAH	FMN1	HGNC	26145	HGNC	3768			Activation	1	35129695169767498	1.0	{'reach': 1}	
LDHA	MYC	HGNC	6535	HGNC	7553			Activation	1	-7660662925982131	1.0	{'reach': 1}	
LDLR	APOB	HGNC	6547	HGNC	603			Inhibition	1	7047501774283668	1.0	{'reach': 1}	
LDLR	APOB	HGNC	6547	HGNC	603			Activation	1	29951572783848810	1.0	{'reach': 1}	
LDLR	APOE	HGNC	6547	HGNC	613			DecreaseAmount	1	-17406176636524787	1.0	{'reach': 1}	
LDLR	APOE	HGNC	6547	HGNC	613			Activation	1	1690042208426091	1.0	{'reach': 1}	
LDLR	APOE	HGNC	6547	HGNC	613			Inhibition	1	-21441331930195491	1.0	{'reach': 1}	
LDLR	APOE	HGNC	6547	HGNC	613			DecreaseAmount	1	5983469741858933	1.0	{'reach': 1}	
LDLR	APOE	HGNC	6547	HGNC	613			IncreaseAmount	1	9541914995892719	1.0	{'reach': 1}	
LDLR	APP	HGNC	6547	HGNC	620			Inhibition	1	-19668814592814592	1.0	{'reach': 1}	
LDLR	APP	HGNC	6547	HGNC	620			Activation	1	34559403062882039	1.0	{'reach': 1}	
LDLR	CTNNB1	HGNC	6547	HGNC	2514			Activation	1	-20505915333221855	1.0	{'reach': 1}	
LDLR	FH	HGNC	6547	HGNC	3700			Activation	1	33829291692981528	1.0	{'reach': 1}	
LDLR	FH	HGNC	6547	HGNC	3700			Inhibition	1	4645130421875549	1.0	{'reach': 1}	
LDLR	FH	HGNC	6547	HGNC	3700			Activation	1	-10137688793796750	1.0	{'reach': 1}	
LDLR	LPA	HGNC	6547	HGNC	6667			Activation	1	2565886530213611	1.0	{'reach': 1}	
LDLR	PCSK9	HGNC	6547	HGNC	20001			Activation	1	9742166960896529	1.0	{'reach': 1}	
LDLR	PCSK9	HGNC	6547	HGNC	20001			Inhibition	1	-9147695380021837	1.0	{'reach': 1}	
LDLR	SREBF2	HGNC	6547	HGNC	11290			Activation	1	-27118736588567319	1.0	{'reach': 1}	
LDLRAP1	LDLR	HGNC	18640	HGNC	6547			Activation	1	-1125643570764712	1.0	{'reach': 1}	
LDLRAP1	LRP2	HGNC	18640	HGNC	6694			Activation	1	-17253894270077239	1.0	{'reach': 1}	
